part_number,quantity,guide_parice
365A23-4052-22,1,156.247
365A23405820,1,67.2605
365A23-4058-20,1,67.2605
365A23406120,1,470.305
365A23-4061-20,1,470.305
365A23406220,1,27.047
365A23-4062-20,1,27.047
365A23406420,1,47.566
365A23-4064-20,1,47.566
365A23406520,1,136.833
365A23-4065-20,1,136.833
365A23406520R1,1,139.9015
365A23-4065-20R1,1,139.9015
365A23406822,1,165.478
365A23-4068-22,1,165.478
365A23407300,1,519.4095
365A23-4073-00,1,519.4095
365A23407421,1,66.6825
365A23-4074-21,1,66.6825
365A23407301,1,519.622
365A23-4073-01,1,519.622
365A23410003,1,2136.849
365A23-4100-03,1,2136.849
365A23410500,1,222.921
365A23-4105-00,1,222.921
365A23410720,10,7.514
365A 23 4107 20,10,7.514
365A23-4107-20,10,7.514
365A23410722,1,11.543
365A 23 4107 22,1,11.543
365A23-4107-22,1,11.543
365A23410820,1,15.7335
365A 23 4108 20,1,15.7335
365A23-4108-20,1,15.7335
365A23411020,1,52.5045
365A23-4110-20,1,52.5045
365A23411024,1,52.037
365A23-4110-24,1,52.037
365A23411120,1,13.039
365A23-4111-20,1,13.039
365A23411121,1,87.907
365A23-4111-21,1,87.907
365A23411126,1,20.1025
365A23-4111-26,1,20.1025
365A23411127,1,17.289
365A23-4111-27,1,17.289
365A23421206,1,2767.838
365A23-4212-06,1,2767.838
365A23421207,1,3321.069
365A23-4212-07,1,3321.069
365A23421820,1,2702.7535
365A23-4218-20,1,2702.7535
365A23421920,1,1913.52
365A23-4219-20,1,1913.52
365A23422106,1,399.313
365A23-4221-06,1,399.313
365A2342343402,1,124.4825
365A23-4234-3402,1,124.4825
365A2342343802,1,94.7155
365A23-4234-3802,1,94.7155
365A2342344102,1,85.68
365A23-4234-4102,1,85.68
365A2342344502,1,77.4095
365A23-4234-4502,1,77.4095
365A23424001,1,6380.6695
365A23-4240-01,1,6380.6695
365A23424301,1,2336.106
365A23-4243-01,1,2336.106
365A23424621,1,270.7165
365A23-4246-21,1,270.7165
365A23424720,1,147.4835
365A23-4247-20,1,147.4835
365A23425701,1,260.253
365A23-4257-01,1,260.253
365A23425703,1,370.4045
365A23-4257-03,1,370.4045
365A2343027901,1,295.834
365A23-4302-7901,1,295.834
365A2343027801,1,167.9855
365A23-4302-7801,1,167.9855
365A234302AY,1,323.816
365A23-4302-AY,1,323.816
365A23430302,1,3469.0115
365A23-4303-02,1,3469.0115
365A23430401,1,1268.217
365A23-4304-01,1,1268.217
365A23430402,1,3596.418
365A23-4304-02,1,3596.418
365A23430403,1,883.116
365A23-4304-03,1,883.116
365A23430404,1,1244.7145
365A23-4304-04,1,1244.7145
365A23430405,1,10469.926
365A23-4304-05,1,10469.926
365A23801704,1,62.067
365A23-8017-04,1,62.067
365A23801720,1,134.062
365A23-8017-20,1,134.062
365A23801721,1,137.292
365A23-8017-21,1,137.292
365A23804050,1,7.2335
365A23-8040-50,1,7.2335
365A240110CG,1,101.439
365A24-0110-CG,1,101.439
365A24101214,1,77.8685
365A24-1012-14,1,77.8685
365A24101215,1,78.0385
365A24-1012-15,1,78.0385
365A24101216,1,67.2265
365A24-1012-16,1,67.2265
365A24101217,1,72.3095
365A24-1012-17,1,72.3095
365A2410151801,1,567.2815
365A24-1015-1801,1,567.2815
365A24101551,1,188.513
365A24-1015-51,1,188.513
365A24101842,1,105.8505
365A24-1018-42,1,105.8505
365A24101882,1,135.9065
365A24-1018-82,1,135.9065
365A24101883,1,112.1065
365A24-1018-83,1,112.1065
365A24111621,1,215.254
365A24-1116-21,1,215.254
365A24111700,1,75.021
365A24-1117-00,1,75.021
365A24111820,1,11.543
365A24-1118-20,1,11.543
365A24113300,1,709.3505
365A24-1133-00,1,709.3505
365A24113400,1,314.177
365A24-1134-00,1,314.177
365A24113620,1,141.236
365A24-1136-20,1,141.236
365A24116800,1,2371.5765
365A24-1168-00,1,2371.5765
365A24117120,1,52.105
365A24-1171-20,1,52.105
365A24116920,1,18.054
365A 24 1169 20,1,18.054
365A24-1169-20,1,18.054
365A24117220,1,52.5725
365A24-1172-20,1,52.5725
365A24117320,1,120.8105
365A24-1173-20,1,120.8105
365A24117321,1,128.7325
365A24-1173-21,1,128.7325
365A24117401,1,425.6205
365A24-1174-01,1,425.6205
365A24117322,1,268.0815
365A24-1173-22,1,268.0815
365A24117600,1,291.329
365A24-1176-00,1,291.329
365A24117601,1,291.686
365A24-1176-01,1,291.686
365A24117604,1,260.848
365A24-1176-04,1,260.848
365A24117605,1,261.1115
365A24-1176-05,1,261.1115
365A24117820,1,115.022
365A24-1178-20,1,115.022
365A24118120,1,69.632
365A 24 1181 20,1,69.632
365A24-1181-20,1,69.632
365A2411812001,1,578.17
365A24-1181-2001,1,578.17
365A24118201,1,352.4185
365A24-1182-01,1,352.4185
365A24118301,1,493.238
365A24-1183-01,1,493.238
365A24118321,1,52.3855
365A24-1183-21,1,52.3855
365A24118322,1,118.388
365A24-1183-22,1,118.388
365A24118520,1,69.3005
365A24-1185-20,1,69.3005
365A24118421,1,83.9375
365A 24 1184 21,1,83.9375
365A24-1184-21,1,83.9375
365A24118622,1,221.1445
365A24-1186-22,1,221.1445
365A24118720,1,443.836
365A24-1187-20,1,443.836
365A24118800,1,79.7215
365A24-1188-00,1,79.7215
365A24118801,1,79.7215
365A24-1188-01,1,79.7215
365A24119200,1,80.3505
365A24-1192-00,1,80.3505
365A24119201,1,80.189
365A24-1192-01,1,80.189
365A24119720,1,163.948
365A24-1197-20,1,163.948
365A24119800,1,893.4945
365A24-1198-00,1,893.4945
365A24119801,1,657.016
365A24-1198-01,1,657.016
365A24120022,1,29.7415
365A 24 1200 22,1,29.7415
365A24-1200-22,1,29.7415
365A24122620,1,21.5475
365A24-1226-20,1,21.5475
365A24122720,1,91.7915
365A24-1227-20,1,91.7915
365A24122821,1,38.335
365A24-1228-21,1,38.335
365A24122920,1,128.7325
365A24-1229-20,1,128.7325
365A24123020,1,18.496
365A 24 1230 20,1,18.496
365A24-1230-20,1,18.496
365A24123800,1,75.344
365A24-1238-00,1,75.344
365A24124820,1,215.73
365A24-1248-20,1,215.73
365A24800645,1,347.667
365A 24 8006 45,1,347.667
365A24-8006-45,1,347.667
365A24800822,1,207.7315
365A24-8008-22,1,207.7315
365A24800823,1,199.9115
365A24-8008-23,1,199.9115
365A24800824,1,257.737
365A24-8008-24,1,257.737
365A24800900,1,451.979
365A24-8009-00,1,451.979
365A24802120,1,42.8145
365A24-8021-20,1,42.8145
365A24802722,1,917.15
365A24-8027-22,1,917.15
365A2500111101,1,745.637
365A25-0011-1101,1,745.637
365A2500111201,1,911.03
365A25-0011-1201,1,911.03
365A25001129,1,19.703
365A25-0011-29,1,19.703
365A25001133,1,114.2825
365A25-0011-33,1,114.2825
365A25001618Z,1,548.4965
365A25-0016-18Z,1,548.4965
365A25001665,1,19.346
365A25-0016-65,1,19.346
365A25002411,1,725.7385
365A25-0024-11,1,725.7385
365A25002410,1,725.7385
365A25-0024-10,1,725.7385
365A25002414,1,470.8405
365A25-0024-14,1,470.8405
365A25002415,1,483.786
365A25-0024-15,1,483.786
365A25002417,1,811.41
365A25-0024-17,1,811.41
365A25002416,1,351.781
365A25-0024-16,1,351.781
365A25002495,5,18.003
365A25-0024-95,5,18.003
365A250024CN01,1,1104.0565
365A25-0024-CN01,1,1104.0565
365A2500261201,1,249.0925
365A25-0026-1201,1,249.0925
365A25003440,1,173.842
365A25-0034-40,1,173.842
365A25003441,1,331.398
365A25-0034-41,1,331.398
365A25003442,1,223.125
365A25-0034-42,1,223.125
365A25003450,1,65.586
365A25-0034-50,1,65.586
365A25003624,1,47.26
365A25-0036-24,1,47.26
365A2505212001,1,260.406
365A25-0521-2001,1,260.406
365A2505212101,1,190.366
365A25-0521-2101,1,190.366
365A2505212201,1,161.075
365A25-0521-2201,1,161.075
365A2505212301,1,170.3315
365A25-0521-2301,1,170.3315
365A2505212401,1,250.869
365A25-0521-2401,1,250.869
365A250521DE,1,122.638
365A25 0521 DE,1,122.638
365A25-0521-DE,1,122.638
365A250521DJ,1,36.295
365A25 0521 DJ,1,36.295
365A25-0521-DJ,1,36.295
365A250521DH,1,157.573
365A25 0521 DH,1,157.573
365A25-0521-DH,1,157.573
365A250521DF,1,155.261
365A25 0521 DF,1,155.261
365A25-0521-DF,1,155.261
365A250521DG,1,123.556
365A25 0521 DG,1,123.556
365A25-0521-DG,1,123.556
365A250521DK,1,35.4365
365A25 0521 DK,1,35.4365
365A25-0521-DK,1,35.4365
365A250521DL,1,111.724
365A25 0521 DL,1,111.724
365A25-0521-DL,1,111.724
365A250521DM,1,148.0275
365A25 0521 DM,1,148.0275
365A25-0521-DM,1,148.0275
365A25052507,1,383.996
365A25-0525-07,1,383.996
365A2530012101,1,249.9935
365A25-3001-2101,1,249.9935
365A2530012301,1,185.8525
365A25-3001-2301,1,185.8525
365A2530012401,1,262.0805
365A25-3001-2401,1,262.0805
365A2530012501,1,263.0835
365A25-3001-2501,1,263.0835
365A2530012701,1,176.2815
365A25-3001-2701,1,176.2815
365A2530012801,1,250.4355
365A25-3001-2801,1,250.4355
365A2530012901,1,262.2675
365A25-3001-2901,1,262.2675
365A2530013101,1,231.455
365A25-3001-3101,1,231.455
365A2530013001,1,230.707
365A25-3001-3001,1,230.707
365A2530013701,1,181.543
365A25-3001-3701,1,181.543
365A2530013201,1,185.062
365A25-3001-3201,1,185.062
365A2530013801,1,187.697
365A25-3001-3801,1,187.697
365A2530013601,1,186.2265
365A25-3001-3601,1,186.2265
365A2530013901,1,186.728
365A25-3001-3901,1,186.728
365A2530014001,1,261.5025
365A25-3001-4001,1,261.5025
365A2530014101,1,258.638
365A25-3001-4101,1,258.638
365A2530014201,1,245.9475
365A25-3001-4201,1,245.9475
365A2530014301,1,250.869
365A25-3001-4301,1,250.869
365A2530014401,1,357.7395
365A25-3001-4401,1,357.7395
365A2530014501,1,368.9255
365A25-3001-4501,1,368.9255
365A25300157,1,350.9905
365A25-3001-57,1,350.9905
365A25300158,1,376.8815
365A25-3001-58,1,376.8815
365A25300159,1,376.3035
365A25-3001-59,1,376.3035
365A253001CG,1,19.2355
365A 25 3001 CG,1,19.2355
365A25-3001-CG,1,19.2355
365A253001DN,1,350.3445
365A25-3001-DN,1,350.3445
365A253001DP,1,351.373
365A25-3001-DP,1,351.373
365A2530051401,1,3929.652
365A25-3005-1401,1,3929.652
365A25300525,1,857.378
365A25-3005-25,1,857.378
365A25300529,1,939.7855
365A25-3005-29,1,939.7855
365A25300530,1,748.884
365A25-3005-30,1,748.884
365A25300531,1,666.043
365A25-3005-31,1,666.043
365A25302007,1,2348.7625
365A 25 3020 07,1,2348.7625
365A25-3020-07,1,2348.7625
365A25302030,1,1134.631
365A 25 3020 30,1,1134.631
365A25-3020-30,1,1134.631
365A2530203101,1,1129.548
365A 25 3020 31 01,1,1129.548
365A25-3020-3101,1,1129.548
365A25302036,1,2255.8405
365A 25 3020 36,1,2255.8405
365A25-3020-36,1,2255.8405
365A2530204601,1,2860.879
365A 25 3020 46 01,1,2860.879
365A25-3020-4601,1,2860.879
365A2530204701,1,2860.879
365A 25 3020 47 01,1,2860.879
365A25-3020-4701,1,2860.879
365A2530204801,1,2677.6955
365A 25 3020 48 01,1,2677.6955
365A25-3020-4801,1,2677.6955
365A2530205001,1,829.838
365A 25 3020 50 01,1,829.838
365A25-3020-5001,1,829.838
365A2530205101,1,863.77
365A 25 3020 51 01,1,863.77
365A25-3020-5101,1,863.77
365A25302054,1,1079.636
365A 25 3020 54,1,1079.636
365A25-3020-54,1,1079.636
365A2530205401,1,1128.341
365A 25 3020 54 01,1,1128.341
365A25-3020-5401,1,1128.341
365A2530206201,1,1197.208
365A 25 3020 62 01,1,1197.208
365A25-3020-6201,1,1197.208
365A2530206601,1,1197.208
365A 25 3020 66 01,1,1197.208
365A25-3020-6601,1,1197.208
365A25302073,1,804.9925
365A 25 3020 73,1,804.9925
365A25-3020-73,1,804.9925
365A2530208601,1,3068.16
365A 25 3020 86 01,1,3068.16
365A25-3020-8601,1,3068.16
365A2530208701,1,3047.3435
365A 25 3020 87 01,1,3047.3435
365A25-3020-8701,1,3047.3435
365A25302234,2,45.8575
365A25-3022-34,2,45.8575
365A25302743,1,270.5975
365A 25 3027 43,1,270.5975
365A25-3027-43,1,270.5975
365A25302744,1,270.5975
365A 25 3027 44,1,270.5975
365A25-3027-44,1,270.5975
365A25303520,1,96.3305
365A25-3035-20,1,96.3305
365A25303521,1,75.3015
365A25-3035-21,1,75.3015
365A25303702,1,778.277
365A25-3037-02,1,778.277
365A25303820,1,28.3985
365A 25 3038 20,1,28.3985
365A25-3038-20,1,28.3985
365A25304230,1,378.3265
365A25-3042-30,1,378.3265
365A25304231,1,378.3265
365A25-3042-31,1,378.3265
365A25304300,1,307.802
365A25-3043-00,1,307.802
365A2530522000,1,283.22
365A25-3052-2000,1,283.22
365A25305422,1,173.859
365A25-3054-22,1,173.859
365A25305423,1,160.5735
365A25-3054-23,1,160.5735
365A25305921,1,98.685
365A25-3059-21,1,98.685
365A25306207,1,759.5005
365A25-3062-07,1,759.5005
365A25306307,1,546.0825
365A25-3063-07,1,546.0825
365A25306504,1,1032.954
365A25-3065-04,1,1032.954
365A25306505,1,1006.5105
365A25-3065-05,1,1006.5105
365A25306610,1,995.0185
365A25-3066-10,1,995.0185
365A25306702,1,562.003
365A25-3067-02,1,562.003
365A25306703,1,562.1815
365A25-3067-03,1,562.1815
365A25306923,1,348.738
365A25-3069-23,1,348.738
365A25307306,1,720.4685
365A25-3073-06,1,720.4685
365A25307307,1,720.4685
365A25-3073-07,1,720.4685
365A25307406,1,717.723
365A25-3074-06,1,717.723
365A25307520,1,20.587
365A 25 3075 20,1,20.587
365A25-3075-20,1,20.587
365A25307606,1,256.853
365A25-3076-06,1,256.853
365A25307607,1,256.853
365A25-3076-07,1,256.853
365A25307723,1,44.999
365A 25 3077 23,1,44.999
365A25-3077-23,1,44.999
365A25307722,1,48.467
365A 25 3077 22,1,48.467
365A25-3077-22,1,48.467
365A25307822,1,123.471
365A25-3078-22,1,123.471
365A25307823,1,401.166
365A25-3078-23,1,401.166
365A25308207,1,538.883
365A25-3082-07,1,538.883
365A25308236,1,326.0345
365A25-3082-36,1,326.0345
365A25308237,1,121.635
365A25-3082-37,1,121.635
365A25308320,1,71.1025
365A 25 3083 20,1,71.1025
365A25-3083-20,1,71.1025
365A25308321,1,23.8255
365A 25 3083 21,1,23.8255
365A25-3083-21,1,23.8255
365A253086BG,1,73.1425
365A 25 3086 BG,1,73.1425
365A25-3086-BG,1,73.1425
365A253086BH,1,95.625
365A 25 3086 BH,1,95.625
365A25-3086-BH,1,95.625
365A25309020,1,91.902
365A25-3090-20,1,91.902
365A25309224,1,1228.7515
365A25-3092-24,1,1228.7515
365A25309600,1,541.0675
365A25-3096-00,1,541.0675
365A25309601,1,541.0675
365A25-3096-01,1,541.0675
365A25309720,1,208.097
365A25-3097-20,1,208.097
365A25310320,1,87.55
365A25-3103-20,1,87.55
365A25310420,1,287.0875
365A25-3104-20,1,287.0875
365A25310620,1,73.695
365A 25 3106 20,1,73.695
365A25-3106-20,1,73.695
365A25310621,1,272.2635
365A 25 3106 21,1,272.2635
365A25-3106-21,1,272.2635
365A25310822,1,97.8605
365A25-3108-22,1,97.8605
365A25310824,1,38.743
365A25-3108-24,1,38.743
365A25311102,1,586.551
365A25-3111-02,1,586.551
365A25311101,1,489.175
365A25-3111-01,1,489.175
365A25311221,1,261.749
365A25-3112-21,1,261.749
365A2531122701,1,238.6545
365A25-3112-2701,1,238.6545
365A2531123001,1,463.437
365A25-3112-3001,1,463.437
365A25311231,1,153.085
365A25-3112-31,1,153.085
365A25311320,1,126.463
365A 25 3113 20,1,126.463
365A25-3113-20,1,126.463
365A25311322,1,92.9305
365A25-3113-22,1,92.9305
365A25311420,1,352.5885
365A25-3114-20,1,352.5885
365A25311520,1,20.298
365A 25 3115 20,1,20.298
365A25-3115-20,1,20.298
365A25311521,1,28.611
365A 25 3115 21,1,28.611
365A25-3115-21,1,28.611
365A25311522,1,21.097
365A 25 3115 22,1,21.097
365A25-3115-22,1,21.097
365A25311620,1,368.1775
365A25-3116-20,1,368.1775
365A25311720,1,25.398
365A 25 3117 20,1,25.398
365A25-3117-20,1,25.398
365A25312100,1,735.9215
365A25-3121-00,1,735.9215
365A25312820,1,89.794
365A25-3128-20,1,89.794
365A25313220,1,42.2705
365A25-3132-20,1,42.2705
365A25313322,1,42.517
365A25-3133-22,1,42.517
365A25313321,1,19.9155
365A25-3133-21,1,19.9155
365A25313420,1,22.7375
365A25-3134-20,1,22.7375
365A25313620,1,352.5885
365A25-3136-20,1,352.5885
365A25313720,1,19.3545
365A 25 3137 20,1,19.3545
365A25-3137-20,1,19.3545
365A25313821,1,226.338
365A25-3138-21,1,226.338
365A25313820,1,417.0865
365A25-3138-20,1,417.0865
365A25314821,1,143.8625
365A25-3148-21,1,143.8625
365A25314822,1,144.2365
365A25-3148-22,1,144.2365
365A25315322,1,291.04
365A25-3153-22,1,291.04
365A25315220,1,20.672
365A 25 3152 20,1,20.672
365A25-3152-20,1,20.672
365A25315620,1,40.324
365A 25 3156 20,1,40.324
365A25-3156-20,1,40.324
365A25315820,1,71.927
365A25-3158-20,1,71.927
365A25316320,1,48.535
365A25-3163-20,1,48.535
365A 25 3163 20,1,48.535
365A25316420,1,145.7495
365A25-3164-20,1,145.7495
365A25317000,1,525.878
365A25-3170-00,1,525.878
365A25317001,1,527.068
365A25-3170-01,1,527.068
365A25317220,1,117.1045
365A25-3172-20,1,117.1045
365A25317321,1,30.991
365A25-3173-21,1,30.991
365A25317422,1,415.633
365A25-3174-22,1,415.633
365A25317424,1,61.064
365A25-3174-24,1,61.064
365A25317500,1,200.9995
365A25-3175-00,1,200.9995
365A25317501,1,222.632
365A25-3175-01,1,222.632
365A25317723,1,93.993
365A25-3177-23,1,93.993
365A25317724,1,53.6775
365A25-3177-24,1,53.6775
365A25318020,1,255.697
365A25-3180-20,1,255.697
365A25318220,1,38.267
365A25-3182-20,1,38.267
365A25318320,1,49.1725
365A25-3183-20,1,49.1725
365A25318420,1,145.86
365A25-3184-20,1,145.86
365A25318620,1,56.916
365A25-3186-20,1,56.916
365A25318920,1,15.198
365A25-3189-20,1,15.198
365A25318921,1,20.4085
365A25-3189-21,1,20.4085
365A25318922,1,13.94
365A25-3189-22,1,13.94
365A25318923,1,39.1085
365A25-3189-23,1,39.1085
365A25319301,1,428.026
365A25-3193-01,1,428.026
365A2531940401,1,346.341
365A25-3194-0401,1,346.341
365A2531940501,1,311.185
365A25-3194-0501,1,311.185
365A25319520,1,152.1755
365A25-3195-20,1,152.1755
365A25319521,1,193.4005
365A25-3195-21,1,193.4005
365A25319606,1,322.949
365A25-3196-06,1,322.949
365A25319607,1,245.786
365A25-3196-07,1,245.786
365A25320420,1,128.299
365A25-3204-20,1,128.299
365A25321420,1,197.608
365A 25 3214 20,1,197.608
365A25-3214-20,1,197.608
365A25322320,1,709.4015
365A25-3223-20,1,709.4015
365A25322321,1,35.581
365A25-3223-21,1,35.581
365A25331801,1,1936.674
365A25-3318-01,1,1936.674
365A25331800,1,1936.674
365A25-3318-00,1,1936.674
365A25331803,1,1129.3355
365A25-3318-03,1,1129.3355
365A25331900,1,591.413
365A25-3319-00,1,591.413
365A25332000,1,1408.093
365A25-3320-00,1,1408.093
365A25332320,1,72.301
365A 25 3323 20,1,72.301
365A25-3323-20,1,72.301
365A25332420,1,118.728
365A 25 3324 20,1,118.728
365A25-3324-20,1,118.728
365A25332622,1,268.26
365A25-3326-22,1,268.26
365A25332701,1,1116.254
365A25-3327-01,1,1116.254
365A25333921,1,652.579
365A25-3339-21,1,652.579
365A25334120,1,160.718
365A25-3341-20,1,160.718
365A25334220,1,74.5025
365A25-3342-20,1,74.5025
365A25334320,1,33.3965
365A25-3343-20,1,33.3965
365A25334420,1,113.339
365A25-3344-20,1,113.339
365A25335520,1,19.737
365A25-3355-20,1,19.737
365A25335821,1,112.931
365A25-3358-21,1,112.931
365A25335920,1,233.801
365A25-3359-20,1,233.801
365A25336021,1,14.263
365A25-3360-21,1,14.263
365A25336020,1,11.0925
365A25-3360-20,1,11.0925
365A25337520,1,310.59
365A25-3375-20,1,310.59
365A25337920,1,86.6745
365A25-3379-20,1,86.6745
365A25337820,1,21.641
365A 25 3378 20,1,21.641
365A25-3378-20,1,21.641
365A25338020,1,75.735
365A25-3380-20,1,75.735
365A25338420,1,74.205
365A25-3384-20,1,74.205
365A25339020,1,1234.0045
365A 25 3390 20,1,1234.0045
365A25-3390-20,1,1234.0045
365A25339021,1,872.1595
365A 25 3390 21,1,872.1595
365A25-3390-21,1,872.1595
365A25339023,1,870.842
365A 25 3390 23,1,870.842
365A25-3390-23,1,870.842
365A25339022,1,1099.373
365A 25 3390 22,1,1099.373
365A25-3390-22,1,1099.373
365A25339220,10,12.036
365A 25 3392 20,10,12.036
365A25-3392-20,10,12.036
365A25339320,1,743.0955
365A25-3393-20,1,743.0955
365A25339920,1,5.9075
365A25-3399-20,1,5.9075
365A25340020,1,343.2385
365A25-3400-20,1,343.2385
365A25340021,1,648.907
365A25-3400-21,1,648.907
365A25340120,1,58.6585
365A25-3401-20,1,58.6585
365A25340220,1,112.047
365A25-3402-20,1,112.047
365A25340320,1,81.2515
365A 25 3403 20,1,81.2515
365A25-3403-20,1,81.2515
365A25340421,1,512.0825
365A25-3404-21,1,512.0825
365A25340422,1,951.014
365A25-3404-22,1,951.014
365A25340520,1,67.0055
365A25-3405-20,1,67.0055
365A25341120,1,233.0105
365A25-3411-20,1,233.0105
365A25341220,1,68.935
365A25-3412-20,1,68.935
365A25341320,1,107.117
365A25-3413-20,1,107.117
365A25341721,1,12.4865
365A25-3417-21,1,12.4865
365A25341820,1,76.4235
365A25-3418-20,1,76.4235
365A25342020,1,28.798
365A 25 3420 20,1,28.798
365A25-3420-20,1,28.798
365A25342100,1,272.289
365A25-3421-00,1,272.289
365A25342820,1,113.4835
365A25-3428-20,1,113.4835
365A25343700,1,3784.149
365A25-3437-00,1,3784.149
365A25343701,1,2522.4515
365A25-3437-01,1,2522.4515
365A25343800,1,1655.8425
365A25-3438-00,1,1655.8425
365A25343801,1,1632.425
365A25-3438-01,1,1632.425
365A25343920,1,427.3375
365A25-3439-20,1,427.3375
365A25344220,1,27.3785
365A 25 3442 20,1,27.3785
365A25-3442-20,1,27.3785
365A25344300,1,25.347
365A25-3443-00,1,25.347
365A25344600,1,358.649
365A25-3446-00,1,358.649
365A25344601,1,358.343
365A25-3446-01,1,358.343
365A25344723,1,194.429
365A25-3447-23,1,194.429
365A25344722,1,427.5075
365A25-3447-22,1,427.5075
365A25344920,1,234.396
365A25-3449-20,1,234.396
365A25345100,1,56.4655
365A25-3451-00,1,56.4655
365A25345101,1,61.642
365A25-3451-01,1,61.642
365A25345902,1,354.127
365A25-3459-02,1,354.127
365A25346520,1,142.426
365A25-3465-20,1,142.426
365A25346620,1,145.231
365A25-3466-20,1,145.231
365A25346720,1,181.1605
365A25-3467-20,1,181.1605
365A25346920,1,35.19
365A25-3469-20,1,35.19
365A25347200,1,2759.1595
365A25-3472-00,1,2759.1595
365A25347301,1,5297.982
365A25-3473-01,1,5297.982
365A25347420,1,546.6945
365A25-3474-20,1,546.6945
365A25347421,1,546.6945
365A25-3474-21,1,546.6945
365A25347620,2,33.337
365A 25 3476 20,2,33.337
365A25-3476-20,2,33.337
365A25347720,1,417.5115
365A25-3477-20,1,417.5115
365A25348120,1,512.618
365A25-3481-20,1,512.618
365A25348201,1,1746.121
365A25-3482-01,1,1746.121
365A25348200,1,1746.121
365A25-3482-00,1,1746.121
365A25348320,1,195.4575
365A 25 3483 20,1,195.4575
365A25-3483-20,1,195.4575
365A25348420,1,312.8
365A25-3484-20,1,312.8
365A25348520,2,42.67
365A 25 3485 20,2,42.67
365A25-3485-20,2,42.67
365A25348620,1,1300.041
365A25-3486-20,1,1300.041
365A25348720,1,221.034
365A25-3487-20,1,221.034
365A25348800,1,9570.1075
365A25-3488-00,1,9570.1075
365A25348801,1,9571.6715
365A25-3488-01,1,9571.6715
365A25349120,1,604.843
365A25-3491-20,1,604.843
365A2535020801,1,1662.787
365A25-3502-0801,1,1662.787
365A2535022601,1,346.511
365A25-3502-2601,1,346.511
365A2535022701,1,334.5175
365A25-3502-2701,1,334.5175
365A2535022801,1,46.699
365A25-3502-2801,1,46.699
365A2535023601,1,591.957
365A25-3502-3601,1,591.957
365A2535024601,1,591.957
365A25-3502-4601,1,591.957
365A2535024701,1,597.074
365A25-3502-4701,1,597.074
365A2535024801,1,617.4315
365A25-3502-4801,1,617.4315
365A2535025601,1,220.677
365A25-3502-5601,1,220.677
365A2535025701,1,220.677
365A25-3502-5701,1,220.677
365A2535026201,1,328.1255
365A25-3502-6201,1,328.1255
365A25350262,1,34.952
365A25-3502-62,1,34.952
365A25354120,1,288.8385
365A25-3541-20,1,288.8385
365A25354121,1,288.8385
365A25-3541-21,1,288.8385
365A25354122,1,105.4765
365A25-3541-22,1,105.4765
365A25354220,1,992.188
365A25-3542-20,1,992.188
365A25354221,1,1276.7255
365A25-3542-21,1,1276.7255
365A25354222,1,317.6535
365A25-3542-22,1,317.6535
365A25354320,1,911.761
365A25-3543-20,1,911.761
365A25354321,1,1023.3575
365A25-3543-21,1,1023.3575
365A25354322,1,322.4475
365A25-3543-22,1,322.4475
365A25354520,1,403.325
365A25-3545-20,1,403.325
365A25354420,1,522.903
365A25-3544-20,1,522.903
365A25354521,1,108.426
365A25-3545-21,1,108.426
365A25362320,1,252.858
365A25-3623-20,1,252.858
365A25363321,1,322.388
365A25-3633-21,1,322.388
365A25363820,1,143.718
365A25-3638-20,1,143.718
365A25502220,1,410.9495
365A25-5022-20,1,410.9495
365A25502221,1,382.653
365A25-5022-21,1,382.653
365A25502222,1,75.1995
365A25-5022-22,1,75.1995
365A25502320,1,569.9335
365A25-5023-20,1,569.9335
365A25502620,1,101.6175
365A25-5026-20,1,101.6175
365A25800039,1,143.106
365A25-8000-39,1,143.106
365A25801400,1,1263.2785
365A25-8014-00,1,1263.2785
365A25802215,1,80.7415
365A25-8022-15,1,80.7415
365A25802217,1,44.047
365A25-8022-17,1,44.047
365A25802220,1,2503.2925
365A25-8022-20,1,2503.2925
365A25802221,1,2224.7815
365A25-8022-21,1,2224.7815
365A25802228,1,1783.5295
365A25-8022-28,1,1783.5295
365A25802241,1,972.842
365A25-8022-41,1,972.842
365A25802265,1,45.0925
365A25-8022-65,1,45.0925
365A25802280,1,1918.229
365A25-8022-80,1,1918.229
365A25802281,1,1727.2935
365A25-8022-81,1,1727.2935
365A25805604,1,322.83
365A25-8056-04,1,322.83
365A25805634,1,3.0515
365A25-8056-34,1,3.0515
365A25805635,1,10.166
365A25-8056-35,1,10.166
365A25805636,1,3.4595
365A25-8056-36,1,3.4595
365A25805637,1,3.9015
365A25-8056-37,1,3.9015
365A25805638,1,665.5245
365A25-8056-38,1,665.5245
365A25805660,1,987.734
365A25-8056-60,1,987.734
365A25807624,1,139.5785
365A25-8076-24,1,139.5785
365A25808522,1,390.1925
365A25-8085-22,1,390.1925
365A25809612,1,266.322
365A25-8096-12,1,266.322
365A25809627,1,57.273
365A25-8096-27,1,57.273
365A25809653,1,213.809
365A25-8096-53,1,213.809
365A25810710,1,937.7285
365A25-8107-10,1,937.7285
365A2581071201,1,894.132
365A25-8107-1201,1,894.132
365A2581071301,1,965.7275
365A25-8107-1301,1,965.7275
365A25810726,1,214.302
365A25-8107-26,1,214.302
365A25814123,1,58.5055
365A25-8141-23,1,58.5055
365A25814329,1,122.791
365A25-8143-29,1,122.791
365A25814331,1,420.648
365A25-8143-31,1,420.648
