part_number,quantity,guide_price,,,,,
350A32106322,1,35.343,,,,,
350A32-1063-22,1,35.343,,,,,
350A32106922,1,12571.7125,,,,,
350A32-1069-22,1,12571.7125,,,,,
350A32107220,2,37.383,,,,,
350A32-1072-20,2,37.383,,,,,
350A32107320,1,349.1205,,,,,
350A32-1073-20,1,349.1205,,,,,
350A32107520,1,9433.606,,,,,
350A32-1075-20,1,9433.606,,,,,
350A32107802,1,1798.124,,,,,
350A32-1078-02,1,1798.124,,,,,
350A32108203,1,8265.774,,,,,
350A32-1082-03,1,8265.774,,,,,
350A32108623,1,12621.514,,,,,
350A32-1086-23,1,12621.514,,,,,
350A32108921,1,9934.9445,,,,,
350A32-1089-21,1,9934.9445,,,,,
350A32109020,1,2536.893,,,,,
350A32-1090-20,1,2536.893,,,,,
350A32109321,10,11.237,,,,,
350A 32 1093 21,10,11.237,,,,,
350A32-1093-21,10,11.237,,,,,
350A32109400,1,380.613,,,,,
350A32-1094-00,1,380.613,,,,,
350A32109620,1,1166.676,,,,,
350A32-1096-20,1,1166.676,,,,,
350A32109920,1,385.8745,,,,,
350A32-1099-20,1,385.8745,,,,,
350A32110021,1,326.3575,,,,,
350A 32 1100 21,1,326.3575,,,,,
350A32-1100-21,1,326.3575,,,,,
350A32110121,1,81.175,,,,,
350A32-1101-21,1,81.175,,,,,
350A32110201,1,781.0225,,,,,
350A 32 1102 01,1,781.0225,,,,,
350A32-1102-01,1,781.0225,,,,,
350A32110321,1,11907.021,,,,,
350A32-1103-21,1,11907.021,,,,,
350A32110530,1,897.906,,,,,
350A32-1105-30,1,897.906,,,,,
350A32110600,5,26.7325,,,,,
350A 32 1106 00,5,26.7325,,,,,
350A32-1106-00,5,26.7325,,,,,
350A32110720,1,453.6875,,,,,
350A32-1107-20,1,453.6875,,,,,
350A32110921,1,1195.4315,,,,,
350A32-1109-21,1,1195.4315,,,,,
350A32111400,1,8294.3255,,,,,
350A32-1114-00,1,8294.3255,,,,,
350A32111820,1,12154.0565,,,,,
350A32-1118-20,1,12154.0565,,,,,
350A32111920,1,13102.1635,,,,,
350A32-1119-20,1,13102.1635,,,,,
350A32307020,1,91.5195,,,,,
350A32-3070-20,1,91.5195,,,,,
350A32307820,1,131.1125,,,,,
350A32-3078-20,1,131.1125,,,,,
350A32307321,1,630.564,,,,,
350A32-3073-21,1,630.564,,,,,
350A32308320,1,82.093,,,,,
350A32-3083-20,1,82.093,,,,,
350A32308801,1,2711.296,,,,,
350A32-3088-01,1,2711.296,,,,,
350A32309420,5,6.5535,,,,,
350A32-3094-20,5,6.5535,,,,,
350A32310725,1,13661.064,,,,,
350A32-3107-25,1,13661.064,,,,,
350A32311020,1,197.591,,,,,
350A32-3110-20,1,197.591,,,,,
350A32311200,1,16.7705,,,,,
350A 32 3112 00,1,16.7705,,,,,
350A32-3112-00,1,16.7705,,,,,
350A32311820,1,784.6945,,,,,
350A32-3118-20,1,784.6945,,,,,
350A32311905,1,13933.3955,,,,,
350A32-3119-05,1,13933.3955,,,,,
350A323119C1,1,546.108,,,,,
350A32-3119-C1,1,546.108,,,,,
350A323119A1,1,1223.082,,,,,
350A32-3119-A1,1,1223.082,,,,,
350A323119D1,1,120.9975,,,,,
350A32-3119-D1,1,120.9975,,,,,
350A323119J1,1,112.302,,,,,
350A32-3119-J1,1,112.302,,,,,
350A32312020,1,234.7615,,,,,
350A32-3120-20,1,234.7615,,,,,
350A32312021,1,191.0035,,,,,
350A32-3120-21,1,191.0035,,,,,
350A32312022,1,209.865,,,,,
350A32-3120-22,1,209.865,,,,,
350A32312023,1,130.1605,,,,,
350A32-3120-23,1,130.1605,,,,,
350A323120R1,1,467.7975,,,,,
350A32-3120-R1,1,467.7975,,,,,
350A323120R2,1,439.0845,,,,,
350A32-3120-R2,1,439.0845,,,,,
350A323120R3,1,421.855,,,,,
350A32-3120-R3,1,421.855,,,,,
350A323120R4,1,425.7225,,,,,
350A32-3120-R4,1,425.7225,,,,,
350A32312106,1,17699.89,,,,,
350A32-3121-06,1,17699.89,,,,,
350A32312107,1,19692.1625,,,,,
350A32-3121-07,1,19692.1625,,,,,
350A32312136,1,349.2905,,,,,
350A32-3121-36,1,349.2905,,,,,
350A32312137,1,219.504,,,,,
350A32-3121-37,1,219.504,,,,,
350A32312138,1,246.8485,,,,,
350A32-3121-38,1,246.8485,,,,,
350A32312140,1,1203.0475,,,,,
350A32-3121-40,1,1203.0475,,,,,
350A32312141,1,619.1995,,,,,
350A32-3121-41,1,619.1995,,,,,
350A32312142,1,606.067,,,,,
350A32-3121-42,1,606.067,,,,,
350A32312144,1,777.682,,,,,
350A32-3121-44,1,777.682,,,,,
350A32312145,1,421.804,,,,,
350A32-3121-45,1,421.804,,,,,
350A32312146,1,334.0245,,,,,
350A32-3121-46,1,334.0245,,,,,
350A323121H1,1,467.007,,,,,
350A32-3121-H1,1,467.007,,,,,
350A323121J1,1,485.2735,,,,,
350A32-3121-J1,1,485.2735,,,,,
350A323121K1,1,85.6035,,,,,
350A32-3121-K1,1,85.6035,,,,,
350A323121K2,1,61.8375,,,,,
350A32-3121-K2,1,61.8375,,,,,
350A323121L1,1,163.3105,,,,,
350A32-3121-L1,1,163.3105,,,,,
350A323121L2,1,169.1415,,,,,
350A32-3121-L2,1,169.1415,,,,,
350A323121K3,1,61.8375,,,,,
350A32-3121-K3,1,61.8375,,,,,
350A323121L3,1,169.4645,,,,,
350A32-3121-L3,1,169.4645,,,,,
350A323121P2,1,392.309,,,,,
350A32-3121-P2,1,392.309,,,,,
350A32312621,1,1758.1145,,,,,
350A32-3126-21,1,1758.1145,,,,,
350A32312720,1,675.3845,,,,,
350A32-3127-20,1,675.3845,,,,,
350A32312800,1,1165.4435,,,,,
350A32-3128-00,1,1165.4435,,,,,
350A32312903,1,1003.2295,,,,,
350A32-3129-03,1,1003.2295,,,,,
350A32313021,1,123.148,,,,,
350A32-3130-21,1,123.148,,,,,
350A32313120,1,266.6985,,,,,
350A 32 3131 20,1,266.6985,,,,,
350A32-3131-20,1,266.6985,,,,,
350A32313320,1,269.0649,,,,,
350A32-3133-20,1,269.0649,,,,,
350A32313520,1,300.15,,,,,
350A32-3135-20,1,300.15,,,,,
350A32313620,1,49.8075,,,,,
350A32-3136-20,1,49.8075,,,,,
350A32313920,1,58.6293,,,,,
350A32-3139-20,1,58.6293,,,,,
350A32314306,1,21013.6842,,,,,
350A32-3143-06,1,21013.6842,,,,,
350A32315220,10,8.2128,,,,,
350A 32 3152 20,10,8.2128,,,,,
350A32-3152-20,10,8.2128,,,,,
350A32315420,5,33.582,,,,,
350A 32 3154 20,5,33.582,,,,,
350A32-3154-20,5,33.582,,,,,
350A32315520,1,285.8037,,,,,
350A32-3155-20,1,285.8037,,,,,
350A32315602,1,20358.087,,,,,
350A32-3156-02,1,20358.087,,,,,
350A323156F1,1,119.1639,,,,,
350A32-3156-F1,1,119.1639,,,,,
350A323156G1,1,329.8605,,,,,
350A32-3156-G1,1,329.8605,,,,,
350A323156G2,1,121.6086,,,,,
350A32-3156-G2,1,121.6086,,,,,
350A323156G3,1,121.6086,,,,,
350A32-3156-G3,1,121.6086,,,,,
350A323156G4,1,152.685,,,,,
350A32-3156-G4,1,152.685,,,,,
350A323156H1,1,158.6532,,,,,
350A32-3156-H1,1,158.6532,,,,,
350A32315720,1,153.0504,,,,,
350A32-3157-20,1,153.0504,,,,,
350A32315820,2,44.3265,,,,,
350A 32 3158 20,2,44.3265,,,,,
350A32-3158-20,2,44.3265,,,,,
350A32316520,1,17169.2064,,,,,
350A32-3165-20,1,17169.2064,,,,,
350A32316620,1,17684.2812,,,,,
350A32-3166-20,1,17684.2812,,,,,
350A32316923,1,187.2675,,,,,
350A32-3169-23,1,187.2675,,,,,
350A32316924,1,217.5609,,,,,
350A32-3169-24,1,217.5609,,,,,
350A32316925,1,366.4527,,,,,
350A32-3169-25,1,366.4527,,,,,
350A32317420,1,580.5162,,,,,
350A32-3174-20,1,580.5162,,,,,
350A32317320,1,12691.125,,,,,
350A32-3173-20,1,12691.125,,,,,
350A32317421,1,645.4356,,,,,
350A32-3174-21,1,645.4356,,,,,
350A32317520,1,725.2929,,,,,
350A32-3175-20,1,725.2929,,,,,
350A32317521,1,866.3112,,,,,
350A32-3175-21,1,866.3112,,,,,
350A32317620,1,26.1348,,,,,
350A32-3176-20,1,26.1348,,,,,
350A32320021,1,7893.6927,,,,,
350A32-3200-21,1,7893.6927,,,,,
350A32320100,1,1964.3034,,,,,
350A32-3201-00,1,1964.3034,,,,,
350A32320420,1,1313.1693,,,,,
350A32-3204-20,1,1313.1693,,,,,
350A32320320,1,1350.5706,,,,,
350A32-3203-20,1,1350.5706,,,,,
350A32320620,1,1019.466,,,,,
350A32-3206-20,1,1019.466,,,,,
350A32320520,1,1206.0027,,,,,
350A32-3205-20,1,1206.0027,,,,,
350A32320720,1,754.9599,,,,,
350A32-3207-20,1,754.9599,,,,,
350A32321020,1,384.8271,,,,,
350A32-3210-20,1,384.8271,,,,,
350A32321120,1,1345.1505,,,,,
350A 32 3211 20,1,1345.1505,,,,,
350A32-3211-20,1,1345.1505,,,,,
350A32321220,1,49.1028,,,,,
350A32-3212-20,1,49.1028,,,,,
350A32321420,1,654.3357,,,,,
350A32-3214-20,1,654.3357,,,,,
350A32321320,1,67.1901,,,,,
350A 32 3213 20,1,67.1901,,,,,
350A32-3213-20,1,67.1901,,,,,
350A32321520,1,1520.5947,,,,,
350A32-3215-20,1,1520.5947,,,,,
350A32321600,1,1545.3114,,,,,
350A32-3216-00,1,1545.3114,,,,,
350A32321900,1,3452.5602,,,,,
350A32-3219-00,1,3452.5602,,,,,
350A32392301,1,2052.9303,,,,,
350A32-3923-01,1,2052.9303,,,,,
350A32392304,1,1222.0716,,,,,
350A32-3923-04,1,1222.0716,,,,,
350A32392620,1,57.5244,,,,,
350A32-3926-20,1,57.5244,,,,,
350A32392720,1,158.1051,,,,,
350A32-3927-20,1,158.1051,,,,,
350A32392721,1,53.4963,,,,,
350A32-3927-21,1,53.4963,,,,,
350A32392722,1,317.7762,,,,,
350A32-3927-22,1,317.7762,,,,,
350A32392723,1,314.8269,,,,,
350A32-3927-23,1,314.8269,,,,,
350A32393100,1,743.502,,,,,
350A32-3931-00,1,743.502,,,,,
350A32393500,1,3683.1624,,,,,
350A32-3935-00,1,3683.1624,,,,,
350A32501000,1,1657.524,,,,,
350A32-5010-00,1,1657.524,,,,,
350A32501820,1,161.0109,,,,,
350A 32 5018 20,1,161.0109,,,,,
350A32-5018-20,1,161.0109,,,,,
350A32502620,1,166.6659,,,,,
350A 32 5026 20,1,166.6659,,,,,
350A32-5026-20,1,166.6659,,,,,
350A32503021,1,681.732,,,,,
350A32-5030-21,1,681.732,,,,,
350A32503320,1,449.355,,,,,
350A32-5033-20,1,449.355,,,,,
350A32503720,1,1097.0787,,,,,
350A32-5037-20,1,1097.0787,,,,,
350A32503620,1,288.5094,,,,,
350A32-5036-20,1,288.5094,,,,,
350A32503820,1,67.512,,,,,
350A32-5038-20,1,67.512,,,,,
350A32503920,5,10.9533,,,,,
350A32-5039-20,5,10.9533,,,,,
350A32504020,1,56.3586,,,,,
350A32-5040-20,1,56.3586,,,,,
350A32888N7000,1,166.8747,,,,,
350A32-888N-7000,1,166.8747,,,,,
350A32888R7700,1,967.6662,,,,,
350A32-888R-7700,1,967.6662,,,,,
350A32888R9800,1,77.1777,,,,,
350A32-888-R9800,1,77.1777,,,,,
350A33000803,1,51345.9906,,,,,
350A33-0008-03,1,51345.9906,,,,,
350A33000806,1,51345.9906,,,,,
350A33-0008-06,1,51345.9906,,,,,
350A33000805,1,49444.2924,,,,,
350A33-0008-05,1,49444.2924,,,,,
350A33000807,1,49444.2924,,,,,
350A33-0008-07,1,49444.2924,,,,,
350A33000808,1,51345.9906,,,,,
350A33-0008-08,1,51345.9906,,,,,
350A33000900,1,46017.2406,,,,,
350A33-0009-00,1,46017.2406,,,,,
350A33000902,1,46601.8806,,,,,
350A33-0009-02,1,46601.8806,,,,,
350A33020005,1,40081.1436,,,,,
350A33-0200-05,1,40081.1436,,,,,
350A33020006,1,38727.9021,,,,,
350A33-0200-06,1,38727.9021,,,,,
350A33020007,1,41949.2424,,,,,
350A33-0200-07,1,41949.2424,,,,,
350A33021000,1,40343.2746,,,,,
350A33-0210-00,1,40343.2746,,,,,
350A33101121,1,921.7041,,,,,
350A33-1011-21,1,921.7041,,,,,
350A33102620,1,58.8468,,,,,
350A 33 1026 20,1,58.8468,,,,,
350A33-1026-20,1,58.8468,,,,,
350A33103420,1,196.968,,,,,
350A 33 1034 20,1,196.968,,,,,
350A33-1034-20,1,196.968,,,,,
350A33103620,1,372.0555,,,,,
350A33-1036-20,1,372.0555,,,,,
350A33103721,1,184.875,,,,,
350A33-1037-21,1,184.875,,,,,
350A33103920,1,217.1868,,,,,
350A33-1039-20,1,217.1868,,,,,
350A3310392001,1,187.7808,,,,,
350A33-1039-2001,1,187.7808,,,,,
350A33104320,1,296.2785,,,,,
350A 33 1043 20,1,296.2785,,,,,
350A33-1043-20,1,296.2785,,,,,
350A33104521,1,153.5463,,,,,
350A 33 1045 21,1,153.5463,,,,,
350A33-1045-21,1,153.5463,,,,,
350A33104522,1,277.0341,,,,,
350A33-1045-22,1,277.0341,,,,,
350A33104523,1,277.0341,,,,,
350A33-1045-23,1,277.0341,,,,,
350A33104524,1,264.9933,,,,,
350A33-1045-24,1,264.9933,,,,,
350A33104820,1,33.4689,,,,,
350A33-1048-20,1,33.4689,,,,,
350A33104721,1,389.412,,,,,
350A33-1047-21,1,389.412,,,,,
350A33105620,1,2588.9982,,,,,
350A33-1056-20,1,2588.9982,,,,,
350A33105621,1,1191.4476,,,,,
350A33-1056-21,1,1191.4476,,,,,
350A33105720,1,140.6442,,,,,
350A 33 1057 20,1,140.6442,,,,,
350A33-1057-20,1,140.6442,,,,,
350A33105720R1,1,189.4686,,,,,
350A33-1057-20R1,1,189.4686,,,,,
350A33105721R1,1,123.3399,,,,,
350A33-1057-21R1,1,123.3399,,,,,
350A33105721,1,141.5925,,,,,
350A33-1057-21,1,141.5925,,,,,
350A33105722,1,159.1143,,,,,
350A33-1057-22,1,159.1143,,,,,
350A33105722R1,1,123.6618,,,,,
350A33-1057-22R1,1,123.6618,,,,,
350A33105723,1,214.0287,,,,,
350A33-1057-23,1,214.0287,,,,,
350A33105723R1,1,267.3597,,,,,
350A33-1057-23R1,1,267.3597,,,,,
350A33105835,1,210.0354,,,,,
350A33-1058-35,1,210.0354,,,,,
350A33105837,1,205.4157,,,,,
350A33-1058-37,1,205.4157,,,,,
350A33105921,1,40.6116,,,,,
350A33-1059-21,1,40.6116,,,,,
350A33106020,1,372.2382,,,,,
350A33-1060-20,1,372.2382,,,,,
350A33106120,1,267.1509,,,,,
350A33-1061-20,1,267.1509,,,,,
350A33106220,1,2090.9406,,,,,
350A33-1062-20,1,2090.9406,,,,,
350A33108221,1,90.4104,,,,,
350A33-1082-21,1,90.4104,,,,,
350A33109002,1,9832.6269,,,,,
350A33-1090-02,1,9832.6269,,,,,
350A33109039,1,466.8159,,,,,
350A33-1090-39,1,466.8159,,,,,
350A33109040,1,293.6076,,,,,
350A33-1090-40,1,293.6076,,,,,
350A33109044,1,277.1472,,,,,
350A33-1090-44,1,277.1472,,,,,
350A33109041,1,308.6847,,,,,
350A33-1090-41,1,308.6847,,,,,
350A33109045,1,226.2522,,,,,
350A33-1090-45,1,226.2522,,,,,
350A33109046,1,279.4353,,,,,
350A33-1090-46,1,279.4353,,,,,
350A33109049,1,304.8306,,,,,
350A33-1090-49,1,304.8306,,,,,
350A33109050,1,301.9335,,,,,
350A33-1090-50,1,301.9335,,,,,
350A33109051,1,874.6806,,,,,
350A33-1090-51,1,874.6806,,,,,
350A331090A1,1,192.6702,,,,,
350A33-1090-A1,1,192.6702,,,,,
350A331090A2,1,102.5904,,,,,
350A33-1090-A2,1,102.5904,,,,,
350A331090A3,1,105.792,,,,,
350A33-1090-A3,1,105.792,,,,,
350A33109100,1,6399.9288,,,,,
350A33-1091-00,1,6399.9288,,,,,
350A33109102,1,7900.5222,,,,,
350A33-1091-02,1,7900.5222,,,,,
350A33109103,1,7398.4278,,,,,
350A33-1091-03,1,7398.4278,,,,,
350A33109201,1,7253.9382,,,,,
350A33-1092-01,1,7253.9382,,,,,
350A33109320,1,168.5364,,,,,
350A33-1093-20,1,168.5364,,,,,
350A33109420,2,25.0473,,,,,
350A 33 1094 20,2,25.0473,,,,,
350A33-1094-20,2,25.0473,,,,,
350A33109620,1,47.7108,,,,,
350A 33 1096 20,1,47.7108,,,,,
350A33-1096-20,1,47.7108,,,,,
350A33109820,1,203.232,,,,,
350A33-1098-20,1,203.232,,,,,
350A33153500,1,2209.3302,,,,,
350A33-1535-00,1,2209.3302,,,,,
350A33152600,1,2131.2564,,,,,
350A33-1526-00,1,2131.2564,,,,,
350A33200405,1,5090.9007,,,,,
350A 33 2004 05,1,5090.9007,,,,,
350A33-2004-05,1,5090.9007,,,,,
350A33203000,1,14238.2373,,,,,
350A33-2030-00,1,14238.2373,,,,,
350A33205721,2,25.8303,,,,,
350A 33 2057 21,2,25.8303,,,,,
350A33-2057-21,2,25.8303,,,,,
350A33206920,1,163.5513,,,,,
350A33-2069-20,1,163.5513,,,,,
350A33207020,1,81.345,,,,,
350A33-2070-20,1,81.345,,,,,
350A33207121,1,144.9594,,,,,
350A33-2071-21,1,144.9594,,,,,
350A33207221,1,412.7019,,,,,
350A33-2072-21,1,412.7019,,,,,
350A33208620,1,93.4554,,,,,
350A33-2086-20,1,93.4554,,,,,
350A33211820,1,224.5383,,,,,
350A33-2118-20,1,224.5383,,,,,
350A33211905,1,4799.1375,,,,,
350A33-2119-05,1,4799.1375,,,,,
350A33212221,1,67.6773,,,,,
350A 33 2122 21,1,67.6773,,,,,
350A33-2122-21,1,67.6773,,,,,
350A33212420,1,22.533,,,,,
350A 33 2124 20,1,22.533,,,,,
350A33-2124-20,1,22.533,,,,,
350A33212520,1,119.1552,,,,,
350A 33 2125 20,1,119.1552,,,,,
350A33-2125-20,1,119.1552,,,,,
350A33212900,1,1801.0479,,,,,
350A33-2129-00,1,1801.0479,,,,,
350A33212903,1,1801.0392,,,,,
350A33-2129-03,1,1801.0392,,,,,
350A33213121,1,260.9478,,,,,
350A33-2131-21,1,260.9478,,,,,
350A33214020,1,122.583,,,,,
350A 33 2140 20,1,122.583,,,,,
350A33-2140-20,1,122.583,,,,,
350A33214120,1,33.0861,,,,,
350A 33 2141 20,1,33.0861,,,,,
350A33-2141-20,1,33.0861,,,,,
350A33214220,1,135.4764,,,,,
350A33-2142-20,1,135.4764,,,,,
350A33214221,1,119.5641,,,,,
350A33-2142-21,1,119.5641,,,,,
350A33214223,1,109.1328,,,,,
350A33-2142-23,1,109.1328,,,,,
350A33214222,1,119.1552,,,,,
350A33-2142-22,1,119.1552,,,,,
350A33214420,1,165.8568,,,,,
350A33-2144-20,1,165.8568,,,,,
350A33214501,1,1182.4866,,,,,
350A33-2145-01,1,1182.4866,,,,,
350A33214920,1,548.622,,,,,
350A33-2149-20,1,548.622,,,,,
350A33214921,1,450.0945,,,,,
350A33-2149-21,1,450.0945,,,,,
350A33215001,1,1396.7589,,,,,
350A33-2150-01,1,1396.7589,,,,,
350A33215120,1,151.3017,,,,,
350A33-2151-20,1,151.3017,,,,,
350A33215220,1,175.8531,,,,,
350A33-2152-20,1,175.8531,,,,,
350A33215300,1,995.6367,,,,,
350A 33 2153 00,1,995.6367,,,,,
350A33-2153-00,1,995.6367,,,,,
905178,1,995.6367,,,,,
350A33215420,1,203.9454,,,,,
350A33-2154-20,1,203.9454,,,,,
350A33-2154-21,1,203.9454,,,,,
350A33215422,1,204.0411,,,,,
350A33-2154-22,1,204.0411,,,,,
350A33215520,1,337.2642,,,,,
350A33-2155-20,1,337.2642,,,,,
350A33215720,1,559.7145,,,,,
350A33-2157-20,1,559.7145,,,,,
350A33215820,1,1055.9103,,,,,
350A33-2158-20,1,1055.9103,,,,,
350A33215620,1,332.6532,,,,,
350A33-2156-20,1,332.6532,,,,,
350A33215920,1,160.2714,,,,,
350A33-2159-20,1,160.2714,,,,,
350A33216020,1,299.2452,,,,,
350A33-2160-20,1,299.2452,,,,,
350A33216320,1,133.1187,,,,,
350A33-2163-20,1,133.1187,,,,,
350A33216601,1,1843.1907,,,,,
350A33-2166-01,1,1843.1907,,,,,
350A33216602,1,3266.4324,,,,,
350A33-2166-02,1,3266.4324,,,,,
350A33216701,1,24163.2495,,,,,
350A33-2167-01,1,24163.2495,,,,,
350A33216920,1,58.7511,,,,,
350A33-2169-20,1,58.7511,,,,,
350A33217020,1,68.2515,,,,,
350A33-2170-20,1,68.2515,,,,,
350A33217021,1,113.5263,,,,,
350A33-2170-21,1,113.5263,,,,,
350A33217120,1,46.3014,,,,,
350A33-2171-20,1,46.3014,,,,,
350A33217022,1,113.5263,,,,,
350A33-2170-22,1,113.5263,,,,,
350A33217121,1,113.5263,,,,,
350A33-2171-21,1,113.5263,,,,,
350A33217220,1,20.6016,,,,,
350A33-2172-20,1,20.6016,,,,,
350A33217122,1,113.5263,,,,,
350A33-2171-22,1,113.5263,,,,,
350A33888CC200,1,609.5046,,,,,
350A33-888-CC200,1,609.5046,,,,,
350A34011006,1,14223.5169,,,,,
350A34-0110-06,1,14223.5169,,,,,
350A34011007,1,16039.1025,,,,,
350A 34 0110 07,1,16039.1025,,,,,
350A34-0110-07,1,16039.1025,,,,,
350A34015003,1,7489.3341,,,,,
350A34-0150-03,1,7489.3341,,,,,
350A34015004,1,7777.3911,,,,,
350A34-0150-04,1,7777.3911,,,,,
350A3401500301,1,7450.4364,,,,,
350A34-0150-0301,1,7450.4364,,,,,
350A34100001,1,2168.6403,,,,,
350A 34 1000 01,1,2168.6403,,,,,
350A34-1000-01,1,2168.6403,,,,,
350A34101522,1,102.6948,,,,,
350A34-1015-22,1,102.6948,,,,,
350A3410152201,1,148.2828,,,,,
350A34-1015-2201,1,148.2828,,,,,
350A34102321,1,2699.2533,,,,,
350A34-1023-21,1,2699.2533,,,,,
350A34102820,1,3222.0015,,,,,
350A34-1028-20,1,3222.0015,,,,,
350A34102921,1,3212.2488,,,,,
350A34-1029-21,1,3212.2488,,,,,
350A34103220,2,18.7398,,,,,
350A34-1032-20,2,18.7398,,,,,
350A34103021,1,377.1798,,,,,
350A 34 1030 21,1,377.1798,,,,,
350A34-1030-21,1,377.1798,,,,,
350A34103120,1,65.2152,,,,,
350A34-1031-20,1,65.2152,,,,,
350A34103320,10,3.8802,,,,,
350A 34 1033 20,10,3.8802,,,,,
350A34-1033-20,10,3.8802,,,,,
350A34103321,10,4.6719,,,,,
350A 34 1033 21,10,4.6719,,,,,
350A34-1033-21,10,4.6719,,,,,
350A34103322,5,10.8402,,,,,
350A 34 1033 22,5,10.8402,,,,,
350A34-1033-22,5,10.8402,,,,,
350A34103323,5,7.4733,,,,,
350A 34 1033 23,5,7.4733,,,,,
350A34-1033-23,5,7.4733,,,,,
350A34103324,5,9.0045,,,,,
350A 34 1033 24,5,9.0045,,,,,
350A34-1033-24,5,9.0045,,,,,
350A34103325,5,10.7532,,,,,
350A 34 1033 25,5,10.7532,,,,,
350A34-1033-25,5,10.7532,,,,,
350A35013201,1,6278.6421,,,,,
350A35-0132-01,1,6278.6421,,,,,
350A35100122,1,5696.7339,,,,,
350A35-1001-22,1,5696.7339,,,,,
350A35101700,1,1121.0385,,,,,
350A35-1017-00,1,1121.0385,,,,,
350A35101820,1,1381.1076,,,,,
350A35-1018-20,1,1381.1076,,,,,
350A35102220,1,851.1384,,,,,
350A35-1022-20,1,851.1384,,,,,
350A35102320,1,38.5932,,,,,
350A 35 1023 20,1,38.5932,,,,,
350A35-1023-20,1,38.5932,,,,,
350A35102420,1,66.7116,,,,,
350A35-1024-20,1,66.7116,,,,,
350A35105520,1,2312.9385,,,,,
350A35-1055-20,1,2312.9385,,,,,
350A35105620,1,24.8472,,,,,
350A35-1056-20,1,24.8472,,,,,
350A35105901,1,2692.1541,,,,,
350A 35 1059 01,1,2692.1541,,,,,
350A35-1059-01,1,2692.1541,,,,,
350A35106920,1,238.6932,,,,,
350A 35 1069 20,1,238.6932,,,,,
350A35-1069-20,1,238.6932,,,,,
350A35107020,10,10.8837,,,,,
350A 35 1070 20,10,10.8837,,,,,
350A35-1070-20,10,10.8837,,,,,
350A35108020,1,1080.279,,,,,
350A35-1080-20,1,1080.279,,,,,
350A35109120,1,2002.2006,,,,,
350A35-1091-20,1,2002.2006,,,,,
350A35109224,1,970.3545,,,,,
350A35-1092-24,1,970.3545,,,,,
350A35109420,1,2313.5823,,,,,
350A35-1094-20,1,2313.5823,,,,,
350A35109520,1,1091.0844,,,,,
350A35-1095-20,1,1091.0844,,,,,
350A35109620,1,807.1599,,,,,
350A35-1096-20,1,807.1599,,,,,
350A35110021,1,5619.2169,,,,,
350A35-1100-21,1,5619.2169,,,,,
350A35110205,1,6101.9277,,,,,
350A35-1102-05,1,6101.9277,,,,,
350A35110500,1,2108.1753,,,,,
350A35-1105-00,1,2108.1753,,,,,
350A35110700,1,1348.3521,,,,,
350A35-1107-00,1,1348.3521,,,,,
350A35113721,1,43.5261,,,,,
350A 35 1137 21,1,43.5261,,,,,
350A35-1137-21,1,43.5261,,,,,
350A35130000,1,3557.7084,,,,,
350A35-1300-00,1,3557.7084,,,,,
350A35131520,1,1132.5573,,,,,
350A35-1315-20,1,1132.5573,,,,,
350A35134020,1,112.2561,,,,,
350A35-1340-20,1,112.2561,,,,,
350A35133520,1,244.3569,,,,,
350A35-1335-20,1,244.3569,,,,,
350A35133020,1,365.8872,,,,,
350A35-1330-20,1,365.8872,,,,,
350A35132020,1,417.7566,,,,,
350A35-1320-20,1,417.7566,,,,,
350A35132520,1,1219.9923,,,,,
350A35-1325-20,1,1219.9923,,,,,
350A37100411,1,29527.8522,,,,,
350A37-1004-11,1,29527.8522,,,,,
350A37101222,1,867.3639,,,,,
350A37-1012-22,1,867.3639,,,,,
350A37101420,1,57.0285,,,,,
350A37-1014-20,1,57.0285,,,,,
350A37101520,1,24.5862,,,,,
350A37-1015-20,1,24.5862,,,,,
350A37101620,1,239.6502,,,,,
350A37-1016-20,1,239.6502,,,,,
350A37101800,1,10766.4327,,,,,
350A37-1018-00,1,10766.4327,,,,,
350A37102420,1,15.8775,,,,,
350A 37 1024 20,1,15.8775,,,,,
350A37-1024-20,1,15.8775,,,,,
350A37102520,1,51.0864,,,,,
350A37-1025-20,1,51.0864,,,,,
350A37102600,1,1517.7411,,,,,
350A37-1026-00,1,1517.7411,,,,,
350A37103520,1,120.06,,,,,
350A37-1035-20,1,120.06,,,,,
350A37103621,2,31.7115,,,,,
350A 37 1036 21,2,31.7115,,,,,
350A37-1036-21,2,31.7115,,,,,
350A37105720,1,45.2661,,,,,
350A 37 1057 20,1,45.2661,,,,,
350A37-1057-20,1,45.2661,,,,,
350A37106420,1,114.4833,,,,,
350A37-1064-20,1,114.4833,,,,,
350A37107421,1,805.0806,,,,,
350A37-1074-21,1,805.0806,,,,,
350A37107612,1,26778.2085,,,,,
350A37-1076-12,1,26778.2085,,,,,
350A37108520,1,247.9152,,,,,
350A37-1085-20,1,247.9152,,,,,
350A37109521,1,46.6581,,,,,
350A 37 1095 21,1,46.6581,,,,,
350A37-1095-21,1,46.6581,,,,,
350A37109821,1,1169.4888,,,,,
350A37-1098-21,1,1169.4888,,,,,
350A37109920,1,390.5256,,,,,
350A37-1099-20,1,390.5256,,,,,
350A37111925,1,2097.9441,,,,,
350A37-1119-25,1,2097.9441,,,,,
350A37112520,1,254.5446,,,,,
350A37-1125-20,1,254.5446,,,,,
350A37112702,1,2590.9818,,,,,
